City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
168,Sinnamary,GF,2022-02-04 16:08:13,5.3833,-52.95,78.94,86,97,10.74
169,Mar Del Plata,AR,2022-02-04 16:05:19,-38.0023,-57.5575,73.42,92,20,5.99
170,La Ronge,CA,2022-02-04 16:10:15,55.1001,-105.2842,-17.75,93,100,4.85
171,Bambous Virieux,MU,2022-02-04 16:08:26,-20.3428,57.7575,80.22,85,100,16.93
172,Burnie,AU,2022-02-04 16:10:15,-41.0667,145.9167,57.94,87,52,3.69
173,Suntar,RU,2022-02-04 16:10:16,62.1444,117.6319,-21.55,100,98,1.48
174,Tilichiki,RU,2022-02-04 16:10:16,60.4667,166.1,-2.69,82,100,8.14
175,Manggar,ID,2022-02-04 16:10:16,-2.8833,108.2667,79.47,83,67,7.45
176,Umm Kaddadah,SD,2022-02-04 16:10:17,13.6017,26.6876,73.76,13,8,18.57
177,Ravar,IR,2022-02-04 16:10:17,31.2656,56.8055,57.54,23,0,1.52
178,Grindavik,IS,2022-02-04 16:10:17,63.8424,-22.4338,27.07,74,75,3.44
179,Dondo,MZ,2022-02-04 16:10:18,-19.6094,34.7431,80.37,74,40,6.31
180,Marsabit,KE,2022-02-04 16:10:18,2.3284,37.9899,78.19,33,96,9.17
181,Kapoeta,SS,2022-02-04 16:11:18,4.7717,33.5903,89.74,27,100,6.31
182,Tahoua,NE,2022-02-04 16:11:19,14.8888,5.2692,81.91,6,0,16.02
183,Joshimath,IN,2022-02-04 16:11:19,30.5667,79.5667,29.52,78,73,7.81
184,Moissala,TD,2022-02-04 16:11:19,8.3404,17.7663,95.2,9,17,6.64
185,Nanga Eboko,CM,2022-02-04 16:07:11,4.6833,12.3667,93.04,14,75,2.08
186,Riyadh,SA,2022-02-04 16:07:27,24.6877,46.7219,75.34,18,2,8.41
187,Vanimo,PG,2022-02-04 16:11:20,-2.6741,141.3028,76.87,87,66,3.11
188,Beringovskiy,RU,2022-02-04 16:11:20,63.05,179.3167,-8.55,88,100,16.58
189,Saint-Philippe,RE,2022-02-04 16:11:20,-21.3585,55.7679,81.95,87,100,28.95
190,Vodnyy,RU,2022-02-04 16:11:21,63.5046,53.4095,0.05,100,91,3.6
191,Aksarka,RU,2022-02-04 16:11:21,66.5606,67.7975,6.15,97,100,2.71
192,Gay,RU,2022-02-04 16:11:22,51.4666,58.4552,20.8,91,100,12.15
193,Flin Flon,CA,2022-02-04 16:11:22,54.7682,-101.865,-22.61,93,55,4.43
194,Damghan,IR,2022-02-04 16:11:22,36.1683,54.348,47.32,46,8,3.65
195,Ayna,PE,2022-02-04 16:11:23,-12.65,-73.9167,66.51,76,100,1.39
196,Kerewan,GM,2022-02-04 16:11:23,13.4898,-16.0888,99.05,5,0,8.37
197,Kruisfontein,ZA,2022-02-04 16:11:23,-34.0033,24.7314,67.89,58,100,8.41
198,Hualmay,PE,2022-02-04 16:11:24,-11.0964,-77.6139,74.97,73,37,9.95
199,Salalah,OM,2022-02-04 16:11:24,17.0151,54.0924,75.29,64,0,5.75
200,Langenburg,DE,2022-02-04 16:11:24,49.2544,9.8458,44.56,75,100,12.66
201,Thinadhoo,MV,2022-02-04 16:11:25,0.5333,72.9333,82.15,73,99,9.93
202,Souillac,MU,2022-02-04 16:11:25,-20.5167,57.5167,80.37,83,100,15.57
203,Nikolskoye,RU,2022-02-04 16:11:25,59.7035,30.7861,19.29,96,82,6.89
204,Bandar-E Lengeh,IR,2022-02-04 16:11:25,26.5579,54.8807,70.81,63,1,11.83
205,Gazli,UZ,2022-02-04 16:11:26,40.1333,63.45,46.56,39,82,10.63
206,Los Llanos De Aridane,ES,2022-02-04 16:11:26,28.6585,-17.9182,67.75,66,20,5.99
207,Egvekinot,RU,2022-02-04 16:11:26,66.3167,-179.1667,-1.53,62,0,16.11
208,Chernyshevskiy,RU,2022-02-04 16:11:27,63.0128,112.4714,-22.59,100,84,1.95
209,Luderitz,NA,2022-02-04 16:11:27,-26.6481,15.1594,76.26,59,3,15.64
210,Knysna,ZA,2022-02-04 16:11:27,-34.0363,23.0471,66.45,64,100,6.42
211,Brownsville,US,2022-02-04 16:10:57,25.9018,-97.4975,36.09,64,100,8.99
212,Port Hedland,AU,2022-02-04 16:11:29,-20.3167,118.5667,86.05,79,100,6.91
213,Santa Lucia,ES,2022-02-04 16:11:29,27.9117,-15.5407,64.76,60,0,9.22
214,Bloomfield,US,2022-02-04 16:11:30,40.8068,-74.1854,40.06,93,100,3.0
215,Normandin,CA,2022-02-04 16:11:30,48.8333,-72.5321,-5.22,80,5,7.36
216,Road Town,VG,2022-02-04 16:08:40,18.4167,-64.6167,77.09,100,40,13.8
217,Taywarah,AF,2022-02-04 16:11:30,33.35,64.4167,16.5,31,34,2.06
218,Baykit,RU,2022-02-04 16:11:31,61.67,96.37,3.09,100,100,2.46
219,Namatanai,PG,2022-02-04 16:11:31,-3.6667,152.4333,79.77,80,100,7.14
220,Lagoa,PT,2022-02-04 16:11:31,39.05,-27.9833,58.01,80,89,20.22
221,Along,IN,2022-02-04 16:11:32,28.1667,94.7667,54.19,89,100,3.44
222,Guarapari,BR,2022-02-04 16:11:32,-20.6667,-40.4975,80.49,75,100,10.98
223,Natal,BR,2022-02-04 16:11:32,-5.795,-35.2094,88.45,58,40,14.97
224,Pacific Grove,US,2022-02-04 16:11:33,36.6177,-121.9166,52.97,68,0,3.44
225,Axim,GH,2022-02-04 16:11:33,4.8699,-2.2405,83.46,65,43,10.22
226,Saint-Augustin,CA,2022-02-04 16:11:33,51.226,-58.6502,-2.76,72,100,9.08
227,Molina,CL,2022-02-04 16:11:34,-35.1167,-71.2833,74.93,53,0,8.05
228,Sorland,NO,2022-02-04 16:11:34,67.667,12.6934,31.86,92,100,23.4
229,Sitka,US,2022-02-04 16:12:34,57.0531,-135.33,42.69,87,100,11.5
230,Pedernales,DO,2022-02-04 16:12:35,18.0384,-71.744,80.22,67,3,8.43
231,Shimla,IN,2022-02-04 16:10:39,31.1,77.1667,30.94,91,51,4.18
232,Ola,RU,2022-02-04 16:12:35,59.5833,151.2833,-4.4,79,84,11.45
233,Ponta Do Sol,PT,2022-02-04 16:12:35,32.6667,-17.1,70.72,78,83,1.68
234,Azle,US,2022-02-04 16:11:15,32.8951,-97.5459,25.02,85,75,7.0
235,Harper,LR,2022-02-04 16:12:36,4.375,-7.7169,84.38,66,76,10.56
236,Brae,GB,2022-02-04 16:12:36,60.3964,-1.353,39.11,62,100,34.69
237,Grand Gaube,MU,2022-02-04 16:12:36,-20.0064,57.6608,80.38,80,100,8.99
238,Boguchany,RU,2022-02-04 16:12:37,58.3814,97.4531,2.77,100,96,3.6
239,Haapiti,PF,2022-02-04 16:12:37,-17.5667,-149.8667,76.73,73,91,11.45
240,Whitehorse,CA,2022-02-04 16:09:49,60.7161,-135.0538,-4.7,71,100,5.99
241,Yanam,IN,2022-02-04 16:12:37,16.7333,82.2167,77.4,84,4,5.41
242,Esperance,AU,2022-02-04 16:12:38,-33.8667,121.9,65.88,74,0,16.2
243,Ilinskoye-Khovanskoye,RU,2022-02-04 16:12:38,56.9718,39.7684,22.33,100,58,5.41
244,Katete,UG,2022-02-04 16:12:38,-0.7818,29.7544,75.87,41,98,1.14
245,Marovoay,MG,2022-02-04 16:12:39,-16.1,46.6333,78.22,89,100,8.25
246,Sept-Iles,CA,2022-02-04 16:09:15,50.2001,-66.3821,5.05,53,78,4.0
247,Nelson Bay,AU,2022-02-04 16:12:39,-32.7167,152.15,70.0,59,76,4.0
248,Cabo San Lucas,MX,2022-02-04 16:08:46,22.8909,-109.9124,68.5,54,0,0.0
249,Laguna,US,2022-02-04 16:12:40,38.421,-121.4238,49.08,91,0,4.61
250,Shimoda,JP,2022-02-04 16:12:40,34.6667,138.95,41.11,56,0,28.45
251,Causapscal,CA,2022-02-04 16:12:40,48.3542,-67.227,6.31,93,100,5.32
252,East London,ZA,2022-02-04 16:12:41,-33.0153,27.9116,65.34,100,75,9.22
253,Ous,RU,2022-02-04 16:12:41,60.9058,61.5186,7.2,97,100,1.66
254,Labrea,BR,2022-02-04 16:12:41,-7.2586,-64.7981,77.9,85,100,3.98
255,Anadyr,RU,2022-02-04 16:12:42,64.75,177.4833,-7.2,74,0,9.26
256,Noumea,NC,2022-02-04 16:12:42,-22.2763,166.4572,76.98,85,100,3.09
257,Kungurtug,RU,2022-02-04 16:12:42,50.5994,97.5228,-14.62,99,66,2.01
258,Amapa,BR,2022-02-04 16:12:43,1.0,-52.0,80.28,81,98,3.47
259,Port Hueneme,US,2022-02-04 16:12:43,34.1478,-119.1951,61.0,21,0,19.57
260,Jishou,CN,2022-02-04 16:12:43,28.3167,109.7167,40.14,75,9,2.39
261,Kendari,ID,2022-02-04 16:12:43,-3.945,122.4989,76.1,91,99,1.16
262,Berlevag,NO,2022-02-04 16:09:58,70.8578,29.0864,13.95,73,20,2.3
263,Albury,AU,2022-02-04 16:08:30,-36.0833,146.9167,62.02,100,7,3.0
264,Perth,AU,2022-02-04 16:12:44,-31.9333,115.8333,79.66,45,0,1.14
265,Faanui,PF,2022-02-04 16:12:44,-16.4833,-151.75,81.12,70,21,14.0
266,Vila,PT,2022-02-04 16:12:45,42.0304,-8.1588,45.73,81,100,3.96
267,Kaoma,ZM,2022-02-04 16:12:45,-14.7833,24.8,67.06,91,100,3.15
268,Baruun-Urt,MN,2022-02-04 16:12:46,46.6806,113.2792,-5.21,91,11,7.56
269,Kavieng,PG,2022-02-04 16:09:21,-2.5744,150.7967,82.45,70,100,10.11
270,Strathmore,CA,2022-02-04 16:12:46,51.0501,-113.3852,15.39,81,98,1.99
271,Xique-Xique,BR,2022-02-04 16:12:46,-10.8218,-42.7263,90.81,44,60,2.21
272,Inuvik,CA,2022-02-04 16:12:47,68.3499,-133.7218,-29.43,98,12,9.98
273,College,US,2022-02-04 16:09:03,64.8569,-147.8028,1.72,66,100,3.44
274,Estevan,CA,2022-02-04 16:12:47,49.1334,-102.9842,-17.79,95,27,3.33
275,Ferkessedougou,CI,2022-02-04 16:13:47,9.6,-5.2,96.44,6,11,3.91
276,Presidente Olegario,BR,2022-02-04 16:13:48,-18.4178,-46.4181,79.03,67,96,2.91
277,Tuatapere,NZ,2022-02-04 16:11:47,-46.1333,167.6833,48.81,85,100,4.83
278,Maloy,NO,2022-02-04 16:13:48,61.9353,5.1136,36.73,92,100,14.0
279,Neosho,US,2022-02-04 16:08:50,36.869,-94.368,23.76,84,31,1.99
280,Hofn,IS,2022-02-04 16:13:49,64.2539,-15.2082,29.86,55,2,12.26
281,Ilulissat,GL,2022-02-04 16:08:57,69.2167,-51.1,15.82,57,75,23.02
282,Porkhov,RU,2022-02-04 16:13:50,57.765,29.5561,17.49,96,43,5.75
283,Maarianhamina,AX,2022-02-04 16:13:50,60.0973,19.9348,37.26,100,100,23.02
284,Mayo,US,2022-02-04 16:13:50,38.8876,-76.5119,51.94,95,100,8.05
285,Almaznyy,RU,2022-02-04 16:13:51,48.0448,40.045,33.94,95,100,6.76
286,Sulangan,PH,2022-02-04 16:13:51,11.1373,123.7228,78.01,82,100,19.8
287,Wanaka,NZ,2022-02-04 16:09:03,-44.7,169.15,51.12,88,100,1.99
288,Foumban,CM,2022-02-04 16:13:51,5.7291,10.9001,86.72,17,3,4.47
289,Patharia,IN,2022-02-04 16:13:52,23.9,79.2,59.11,27,0,6.06
290,Vila Do Maio,CV,2022-02-04 16:13:52,15.1333,-23.2167,84.99,81,0,11.81
291,Moree,AU,2022-02-04 16:13:52,-29.4667,149.85,64.94,54,0,13.33
292,Kijang,KR,2022-02-04 16:13:53,35.2442,129.2139,29.5,53,4,16.42
293,Byron Bay,AU,2022-02-04 16:13:53,-28.65,153.6167,68.88,60,100,20.85
